image_id,split,image_path
10292_AB,train,train/10292_AB.jpg
10293_AB,train,train/10293_AB.jpg
10294_AB,train,train/10294_AB.jpg
10295_AB,train,train/10295_AB.jpg
10296_AB,train,train/10296_AB.jpg
10297_AB,train,train/10297_AB.jpg
10298_AB,train,train/10298_AB.jpg
10299_AB,train,train/10299_AB.jpg
1029_AB,train,train/1029_AB.jpg
102_AB,val,val/102_AB.jpg
102_AB,train,train/102_AB.jpg
10300_AB,train,train/10300_AB.jpg
10301_AB,train,train/10301_AB.jpg
10302_AB,train,train/10302_AB.jpg
10303_AB,train,train/10303_AB.jpg
10304_AB,train,train/10304_AB.jpg
10305_AB,train,train/10305_AB.jpg
10306_AB,train,train/10306_AB.jpg
10307_AB,train,train/10307_AB.jpg
10308_AB,train,train/10308_AB.jpg
10309_AB,train,train/10309_AB.jpg
1030_AB,train,train/1030_AB.jpg
10310_AB,train,train/10310_AB.jpg
10311_AB,train,train/10311_AB.jpg
10312_AB,train,train/10312_AB.jpg
10313_AB,train,train/10313_AB.jpg
10314_AB,train,train/10314_AB.jpg
10315_AB,train,train/10315_AB.jpg
10316_AB,train,train/10316_AB.jpg
10317_AB,train,train/10317_AB.jpg
10318_AB,train,train/10318_AB.jpg
10319_AB,train,train/10319_AB.jpg
1031_AB,train,train/1031_AB.jpg
10320_AB,train,train/10320_AB.jpg
10321_AB,train,train/10321_AB.jpg
10322_AB,train,train/10322_AB.jpg
10323_AB,train,train/10323_AB.jpg
10324_AB,train,train/10324_AB.jpg
10325_AB,train,train/10325_AB.jpg
10326_AB,train,train/10326_AB.jpg
10327_AB,train,train/10327_AB.jpg
10328_AB,train,train/10328_AB.jpg
10329_AB,train,train/10329_AB.jpg
1032_AB,train,train/1032_AB.jpg
10330_AB,train,train/10330_AB.jpg
10331_AB,train,train/10331_AB.jpg
10332_AB,train,train/10332_AB.jpg
10333_AB,train,train/10333_AB.jpg
10334_AB,train,train/10334_AB.jpg
10335_AB,train,train/10335_AB.jpg
10336_AB,train,train/10336_AB.jpg
10337_AB,train,train/10337_AB.jpg
10338_AB,train,train/10338_AB.jpg
10339_AB,train,train/10339_AB.jpg
1033_AB,train,train/1033_AB.jpg
10340_AB,train,train/10340_AB.jpg
10341_AB,train,train/10341_AB.jpg
10342_AB,train,train/10342_AB.jpg
10343_AB,train,train/10343_AB.jpg
10344_AB,train,train/10344_AB.jpg
10345_AB,train,train/10345_AB.jpg
10346_AB,train,train/10346_AB.jpg
10347_AB,train,train/10347_AB.jpg
10348_AB,train,train/10348_AB.jpg
10349_AB,train,train/10349_AB.jpg
1034_AB,train,train/1034_AB.jpg
10350_AB,train,train/10350_AB.jpg
10351_AB,train,train/10351_AB.jpg
10352_AB,train,train/10352_AB.jpg
10353_AB,train,train/10353_AB.jpg
10354_AB,train,train/10354_AB.jpg
10355_AB,train,train/10355_AB.jpg
10356_AB,train,train/10356_AB.jpg
10357_AB,train,train/10357_AB.jpg
10358_AB,train,train/10358_AB.jpg
10359_AB,train,train/10359_AB.jpg
1035_AB,train,train/1035_AB.jpg
10360_AB,train,train/10360_AB.jpg
10361_AB,train,train/10361_AB.jpg
10362_AB,train,train/10362_AB.jpg
10363_AB,train,train/10363_AB.jpg
10364_AB,train,train/10364_AB.jpg
10365_AB,train,train/10365_AB.jpg
10366_AB,train,train/10366_AB.jpg
10367_AB,train,train/10367_AB.jpg
10368_AB,train,train/10368_AB.jpg
10369_AB,train,train/10369_AB.jpg
1036_AB,train,train/1036_AB.jpg
10370_AB,train,train/10370_AB.jpg
10371_AB,train,train/10371_AB.jpg
10372_AB,train,train/10372_AB.jpg
10373_AB,train,train/10373_AB.jpg
10374_AB,train,train/10374_AB.jpg
10375_AB,train,train/10375_AB.jpg
10376_AB,train,train/10376_AB.jpg
10377_AB,train,train/10377_AB.jpg
10378_AB,train,train/10378_AB.jpg
10379_AB,train,train/10379_AB.jpg
1037_AB,train,train/1037_AB.jpg
10380_AB,train,train/10380_AB.jpg
10381_AB,train,train/10381_AB.jpg
10382_AB,train,train/10382_AB.jpg
10383_AB,train,train/10383_AB.jpg
10384_AB,train,train/10384_AB.jpg
10385_AB,train,train/10385_AB.jpg
10386_AB,train,train/10386_AB.jpg
10387_AB,train,train/10387_AB.jpg
10388_AB,train,train/10388_AB.jpg
10389_AB,train,train/10389_AB.jpg
1038_AB,train,train/1038_AB.jpg
10390_AB,train,train/10390_AB.jpg
10391_AB,train,train/10391_AB.jpg
10392_AB,train,train/10392_AB.jpg
10393_AB,train,train/10393_AB.jpg
10394_AB,train,train/10394_AB.jpg
10395_AB,train,train/10395_AB.jpg
10396_AB,train,train/10396_AB.jpg
10397_AB,train,train/10397_AB.jpg
10398_AB,train,train/10398_AB.jpg
10399_AB,train,train/10399_AB.jpg
1039_AB,train,train/1039_AB.jpg
103_AB,val,val/103_AB.jpg
103_AB,train,train/103_AB.jpg
10400_AB,train,train/10400_AB.jpg
10401_AB,train,train/10401_AB.jpg
10402_AB,train,train/10402_AB.jpg
10403_AB,train,train/10403_AB.jpg
10404_AB,train,train/10404_AB.jpg
10405_AB,train,train/10405_AB.jpg
10406_AB,train,train/10406_AB.jpg
10407_AB,train,train/10407_AB.jpg
10408_AB,train,train/10408_AB.jpg
10409_AB,train,train/10409_AB.jpg
1040_AB,train,train/1040_AB.jpg
10410_AB,train,train/10410_AB.jpg
10411_AB,train,train/10411_AB.jpg
10412_AB,train,train/10412_AB.jpg
10413_AB,train,train/10413_AB.jpg
10414_AB,train,train/10414_AB.jpg
10415_AB,train,train/10415_AB.jpg
10416_AB,train,train/10416_AB.jpg
10417_AB,train,train/10417_AB.jpg
10418_AB,train,train/10418_AB.jpg
10419_AB,train,train/10419_AB.jpg
1041_AB,train,train/1041_AB.jpg
10420_AB,train,train/10420_AB.jpg
10421_AB,train,train/10421_AB.jpg
10422_AB,train,train/10422_AB.jpg
10423_AB,train,train/10423_AB.jpg
10424_AB,train,train/10424_AB.jpg
10425_AB,train,train/10425_AB.jpg
10426_AB,train,train/10426_AB.jpg
10427_AB,train,train/10427_AB.jpg
10428_AB,train,train/10428_AB.jpg
10429_AB,train,train/10429_AB.jpg
1042_AB,train,train/1042_AB.jpg
10430_AB,train,train/10430_AB.jpg
10431_AB,train,train/10431_AB.jpg
10432_AB,train,train/10432_AB.jpg
10433_AB,train,train/10433_AB.jpg
10434_AB,train,train/10434_AB.jpg
10435_AB,train,train/10435_AB.jpg
10436_AB,train,train/10436_AB.jpg
10437_AB,train,train/10437_AB.jpg
10438_AB,train,train/10438_AB.jpg
10439_AB,train,train/10439_AB.jpg
1043_AB,train,train/1043_AB.jpg
10440_AB,train,train/10440_AB.jpg
10441_AB,train,train/10441_AB.jpg
10442_AB,train,train/10442_AB.jpg
10443_AB,train,train/10443_AB.jpg
10444_AB,train,train/10444_AB.jpg
10445_AB,train,train/10445_AB.jpg
10446_AB,train,train/10446_AB.jpg
10447_AB,train,train/10447_AB.jpg
10448_AB,train,train/10448_AB.jpg
10449_AB,train,train/10449_AB.jpg
1044_AB,train,train/1044_AB.jpg
10450_AB,train,train/10450_AB.jpg
10451_AB,train,train/10451_AB.jpg
10452_AB,train,train/10452_AB.jpg
10453_AB,train,train/10453_AB.jpg
10454_AB,train,train/10454_AB.jpg
10455_AB,train,train/10455_AB.jpg
10456_AB,train,train/10456_AB.jpg
10457_AB,train,train/10457_AB.jpg
10458_AB,train,train/10458_AB.jpg
10459_AB,train,train/10459_AB.jpg
1045_AB,train,train/1045_AB.jpg
10460_AB,train,train/10460_AB.jpg
10461_AB,train,train/10461_AB.jpg
10462_AB,train,train/10462_AB.jpg
10463_AB,train,train/10463_AB.jpg
10464_AB,train,train/10464_AB.jpg
10465_AB,train,train/10465_AB.jpg
10466_AB,train,train/10466_AB.jpg
10467_AB,train,train/10467_AB.jpg
10468_AB,train,train/10468_AB.jpg
10469_AB,train,train/10469_AB.jpg
1046_AB,train,train/1046_AB.jpg
10470_AB,train,train/10470_AB.jpg
10471_AB,train,train/10471_AB.jpg
10472_AB,train,train/10472_AB.jpg
10473_AB,train,train/10473_AB.jpg
10474_AB,train,train/10474_AB.jpg
10475_AB,train,train/10475_AB.jpg
10476_AB,train,train/10476_AB.jpg
10477_AB,train,train/10477_AB.jpg
10478_AB,train,train/10478_AB.jpg
10479_AB,train,train/10479_AB.jpg
1047_AB,train,train/1047_AB.jpg
10480_AB,train,train/10480_AB.jpg
10481_AB,train,train/10481_AB.jpg
10482_AB,train,train/10482_AB.jpg
10483_AB,train,train/10483_AB.jpg
10484_AB,train,train/10484_AB.jpg
10485_AB,train,train/10485_AB.jpg
10486_AB,train,train/10486_AB.jpg
10487_AB,train,train/10487_AB.jpg
10488_AB,train,train/10488_AB.jpg
10489_AB,train,train/10489_AB.jpg
1048_AB,train,train/1048_AB.jpg
10490_AB,train,train/10490_AB.jpg
10491_AB,train,train/10491_AB.jpg
10492_AB,train,train/10492_AB.jpg
10493_AB,train,train/10493_AB.jpg
10494_AB,train,train/10494_AB.jpg
10495_AB,train,train/10495_AB.jpg
10496_AB,train,train/10496_AB.jpg
10497_AB,train,train/10497_AB.jpg
10498_AB,train,train/10498_AB.jpg
10499_AB,train,train/10499_AB.jpg
1049_AB,train,train/1049_AB.jpg
104_AB,train,train/104_AB.jpg
104_AB,val,val/104_AB.jpg
10500_AB,train,train/10500_AB.jpg
10501_AB,train,train/10501_AB.jpg
10502_AB,train,train/10502_AB.jpg
10503_AB,train,train/10503_AB.jpg
10504_AB,train,train/10504_AB.jpg
10505_AB,train,train/10505_AB.jpg
10506_AB,train,train/10506_AB.jpg
10507_AB,train,train/10507_AB.jpg
10508_AB,train,train/10508_AB.jpg
10509_AB,train,train/10509_AB.jpg
1050_AB,train,train/1050_AB.jpg
10510_AB,train,train/10510_AB.jpg
10511_AB,train,train/10511_AB.jpg
10512_AB,train,train/10512_AB.jpg
10513_AB,train,train/10513_AB.jpg
10514_AB,train,train/10514_AB.jpg
10515_AB,train,train/10515_AB.jpg
10516_AB,train,train/10516_AB.jpg
10517_AB,train,train/10517_AB.jpg
10518_AB,train,train/10518_AB.jpg
10519_AB,train,train/10519_AB.jpg
1051_AB,train,train/1051_AB.jpg
10520_AB,train,train/10520_AB.jpg
10521_AB,train,train/10521_AB.jpg
10522_AB,train,train/10522_AB.jpg
10523_AB,train,train/10523_AB.jpg
10524_AB,train,train/10524_AB.jpg
10525_AB,train,train/10525_AB.jpg
10526_AB,train,train/10526_AB.jpg
10527_AB,train,train/10527_AB.jpg
10528_AB,train,train/10528_AB.jpg
10529_AB,train,train/10529_AB.jpg
1052_AB,train,train/1052_AB.jpg
10530_AB,train,train/10530_AB.jpg
10531_AB,train,train/10531_AB.jpg
10532_AB,train,train/10532_AB.jpg
10533_AB,train,train/10533_AB.jpg
10534_AB,train,train/10534_AB.jpg
10535_AB,train,train/10535_AB.jpg
10536_AB,train,train/10536_AB.jpg
10537_AB,train,train/10537_AB.jpg
10538_AB,train,train/10538_AB.jpg
10539_AB,train,train/10539_AB.jpg
1053_AB,train,train/1053_AB.jpg
10540_AB,train,train/10540_AB.jpg
10541_AB,train,train/10541_AB.jpg
10542_AB,train,train/10542_AB.jpg
10543_AB,train,train/10543_AB.jpg
10544_AB,train,train/10544_AB.jpg
10545_AB,train,train/10545_AB.jpg
10546_AB,train,train/10546_AB.jpg
10547_AB,train,train/10547_AB.jpg
10548_AB,train,train/10548_AB.jpg
10549_AB,train,train/10549_AB.jpg
1054_AB,train,train/1054_AB.jpg
10550_AB,train,train/10550_AB.jpg
10551_AB,train,train/10551_AB.jpg
10552_AB,train,train/10552_AB.jpg
10553_AB,train,train/10553_AB.jpg
10554_AB,train,train/10554_AB.jpg
10555_AB,train,train/10555_AB.jpg
10556_AB,train,train/10556_AB.jpg
10557_AB,train,train/10557_AB.jpg
10558_AB,train,train/10558_AB.jpg
10559_AB,train,train/10559_AB.jpg
1055_AB,train,train/1055_AB.jpg
10560_AB,train,train/10560_AB.jpg
10561_AB,train,train/10561_AB.jpg
10562_AB,train,train/10562_AB.jpg
10563_AB,train,train/10563_AB.jpg
10564_AB,train,train/10564_AB.jpg
10565_AB,train,train/10565_AB.jpg
10566_AB,train,train/10566_AB.jpg
10567_AB,train,train/10567_AB.jpg
10568_AB,train,train/10568_AB.jpg
10569_AB,train,train/10569_AB.jpg
1056_AB,train,train/1056_AB.jpg
10570_AB,train,train/10570_AB.jpg
10571_AB,train,train/10571_AB.jpg
10572_AB,train,train/10572_AB.jpg
10573_AB,train,train/10573_AB.jpg
10574_AB,train,train/10574_AB.jpg
10575_AB,train,train/10575_AB.jpg
10576_AB,train,train/10576_AB.jpg
10577_AB,train,train/10577_AB.jpg
10578_AB,train,train/10578_AB.jpg
10579_AB,train,train/10579_AB.jpg
1057_AB,train,train/1057_AB.jpg
10580_AB,train,train/10580_AB.jpg
10581_AB,train,train/10581_AB.jpg
10582_AB,train,train/10582_AB.jpg
10583_AB,train,train/10583_AB.jpg
10584_AB,train,train/10584_AB.jpg
10585_AB,train,train/10585_AB.jpg
10586_AB,train,train/10586_AB.jpg
10587_AB,train,train/10587_AB.jpg
10588_AB,train,train/10588_AB.jpg
10589_AB,train,train/10589_AB.jpg
1058_AB,train,train/1058_AB.jpg
10590_AB,train,train/10590_AB.jpg
10591_AB,train,train/10591_AB.jpg
10592_AB,train,train/10592_AB.jpg
10593_AB,train,train/10593_AB.jpg
10594_AB,train,train/10594_AB.jpg
10595_AB,train,train/10595_AB.jpg
10596_AB,train,train/10596_AB.jpg
10597_AB,train,train/10597_AB.jpg
10598_AB,train,train/10598_AB.jpg
10599_AB,train,train/10599_AB.jpg
1059_AB,train,train/1059_AB.jpg
105_AB,train,train/105_AB.jpg
105_AB,val,val/105_AB.jpg
10600_AB,train,train/10600_AB.jpg
10601_AB,train,train/10601_AB.jpg
10602_AB,train,train/10602_AB.jpg
10603_AB,train,train/10603_AB.jpg
10604_AB,train,train/10604_AB.jpg
10605_AB,train,train/10605_AB.jpg
10606_AB,train,train/10606_AB.jpg
10607_AB,train,train/10607_AB.jpg
10608_AB,train,train/10608_AB.jpg
10609_AB,train,train/10609_AB.jpg
1060_AB,train,train/1060_AB.jpg
10610_AB,train,train/10610_AB.jpg
10611_AB,train,train/10611_AB.jpg
10612_AB,train,train/10612_AB.jpg
10613_AB,train,train/10613_AB.jpg
10614_AB,train,train/10614_AB.jpg
10615_AB,train,train/10615_AB.jpg
10616_AB,train,train/10616_AB.jpg
10617_AB,train,train/10617_AB.jpg
10618_AB,train,train/10618_AB.jpg
10619_AB,train,train/10619_AB.jpg
1061_AB,train,train/1061_AB.jpg
10620_AB,train,train/10620_AB.jpg
10621_AB,train,train/10621_AB.jpg
10622_AB,train,train/10622_AB.jpg
10623_AB,train,train/10623_AB.jpg
10624_AB,train,train/10624_AB.jpg
10625_AB,train,train/10625_AB.jpg
